dt,x,y,position,velocity,acceleration,jerk,heading
0.100000,211.220519,87.178868,227.165245,9.072943,-0.003351,0.007888,0.762256
0.100000,211.875270,87.806902,228.072508,9.072625,-0.003184,0.001668,0.766892
0.100000,212.527084,88.437948,228.979746,9.072384,-0.002415,0.007691,0.771530
0.100000,213.175952,89.072000,229.886968,9.072221,-0.001630,0.007845,0.776169
0.100000,213.821863,89.709046,230.794177,9.072092,-0.001289,0.003419,0.780809
0.100000,214.464807,90.349078,231.701381,9.072033,-0.000588,0.007001,0.785448
0.100000,215.104774,90.992087,232.608584,9.072033,0.000004,0.005925,0.790088
0.100000,215.741756,91.638061,233.515794,9.072094,0.000612,0.006082,0.794728
0.100000,216.375743,92.286994,234.423016,9.072226,0.001312,0.007001,0.799366
0.100000,217.006724,92.938871,235.330254,9.072384,0.001584,0.002712,0.804004
0.100000,217.634693,93.593686,236.237518,9.072633,0.002494,0.009101,0.808641
0.100000,218.259641,94.251428,237.144813,9.072954,0.003208,0.007141,0.813276
0.100000,218.881557,94.912083,238.052141,9.073279,0.003249,0.000411,0.817910
0.100000,219.500435,95.575643,238.959512,9.073706,0.004273,0.010242,0.822541
0.100000,220.116268,96.242098,239.866933,9.074215,0.005090,0.008170,0.827170
0.100000,220.729044,96.911434,240.774405,9.074716,0.005003,-0.000869,0.831796
0.100000,221.338758,97.583640,241.681936,9.075309,0.005934,0.009309,0.836420
0.100000,221.945406,98.258708,242.589536,9.076004,0.006952,0.010176,0.841040
0.100000,222.548974,98.936623,243.497205,9.076690,0.006855,-0.000964,0.845656
0.100000,223.149458,99.617371,244.404949,9.077435,0.007455,0.005995,0.850269
0.100000,223.746854,100.300946,245.312780,9.078314,0.008785,0.013304,0.854877
0.100000,224.341153,100.987333,246.220700,9.079196,0.008820,0.000350,0.859481
0.100000,224.932344,101.676514,247.128707,9.080077,0.008808,-0.000125,0.864081
0.100000,225.520430,102.368486,248.036821,9.081135,0.010583,0.017758,0.868675
0.100000,226.105402,103.063235,248.945044,9.082227,0.010918,0.003349,0.873264
0.100000,226.687246,103.760735,249.853366,9.083223,0.009960,-0.009581,0.877848
0.100000,227.265968,104.460989,250.761811,9.084457,0.012340,0.023796,0.882425
0.100000,227.841562,105.163983,251.670387,9.085754,0.012976,0.006364,0.886997
0.100000,228.414009,105.869687,252.579075,9.086882,0.011275,-0.017009,0.891562
0.100000,228.983318,106.578103,253.487902,9.088267,0.013848,0.025725,0.896120
0.100000,229.549486,107.289220,254.396875,9.089733,0.014665,0.008176,0.900672
0.100000,230.112497,108.003009,255.305983,9.091076,0.013431,-0.012343,0.905216
0.100000,230.672351,108.719464,256.215238,9.092551,0.014741,0.013101,0.909753
0.100000,231.229052,109.438578,257.124656,9.094180,0.016299,0.015573,0.914283
0.100000,231.782590,110.160330,258.034232,9.095763,0.015831,-0.004680,0.918804
0.100000,232.332954,110.884696,258.943961,9.097292,0.015290,-0.005404,0.923317
0.100000,232.880153,111.611680,259.853869,9.099080,0.017871,0.025804,0.927822
0.100000,233.424186,112.341266,260.763962,9.100923,0.018435,0.005649,0.932318
0.100000,233.965029,113.073414,261.674210,9.102484,0.015607,-0.028287,0.936804
0.100000,234.502699,113.808135,262.584651,9.104413,0.019294,0.036877,0.941282
0.100000,235.037194,114.545415,263.495292,9.106405,0.019917,0.006224,0.945750
0.100000,235.568501,115.285222,264.406116,9.108244,0.018392,-0.015247,0.950209
0.100000,236.096618,116.027544,265.317133,9.110163,0.019188,0.007957,0.954658
0.100000,236.621554,116.772381,266.228362,9.112296,0.021327,0.021395,0.959096
0.100000,237.143306,117.519714,267.139808,9.114454,0.021589,0.002617,0.963525
0.100000,237.661854,118.269501,268.051439,9.116309,0.018546,-0.030429,0.967942
0.100000,238.177216,119.021755,268.963296,9.118575,0.022664,0.041178,0.972349
0.100000,238.689392,119.776461,269.875385,9.120889,0.023140,0.004761,0.976745
0.100000,239.198370,120.533588,270.787689,9.123043,0.021540,-0.016001,0.981130
0.100000,239.704148,121.293117,271.700212,9.125224,0.021807,0.002671,0.985503
0.100000,240.206739,122.055052,272.612978,9.127661,0.024372,0.025648,0.989865
0.100000,240.706141,122.819377,273.525992,9.130142,0.024809,0.004370,0.994215
0.100000,241.202336,123.586044,274.439222,9.132298,0.021554,-0.032552,0.998553
0.100000,241.695339,124.355063,275.352699,9.134773,0.024757,0.032036,1.002879
